 # x, y
  0.75565920151032495       0.76437839587676404     


    0.764312561E+00    0.765346021E+00


    0.772965921E+00    0.766313647E+00


    0.781619281E+00    0.767281273E+00


    0.790272641E+00    0.768248898E+00


    0.798926001E+00    0.769216524E+00


    0.807579361E+00    0.770184149E+00


    0.816232721E+00    0.771151775E+00


    0.824886081E+00    0.772119400E+00


    0.833539441E+00    0.773087026E+00


    0.842192801E+00    0.774054652E+00


    0.850846160E+00    0.775022277E+00


    0.859499520E+00    0.775989903E+00


    0.868152880E+00    0.776957528E+00


    0.876806240E+00    0.777925154E+00


    0.885459600E+00    0.778892779E+00


    0.894112960E+00    0.779860405E+00


    0.902766320E+00    0.780828031E+00


    0.911419680E+00    0.781795656E+00


    0.920073040E+00    0.782763282E+00


    0.928726400E+00    0.783730907E+00


    0.937379759E+00    0.784698533E+00


    0.946033119E+00    0.785666158E+00


    0.954686479E+00    0.786633784E+00


    0.963339839E+00    0.787601410E+00


    0.971993199E+00    0.788569035E+00


    0.980646559E+00    0.789536661E+00


    0.989299919E+00    0.790504286E+00


    0.997953279E+00    0.791471912E+00


    0.100000000E+01    0.792439538E+00


    0.991346640E+00    0.793407163E+00


    0.982693280E+00    0.794374789E+00


    0.974039920E+00    0.795342414E+00


    0.965386560E+00    0.796310040E+00


    0.956733200E+00    0.797277665E+00


    0.948079841E+00    0.798245291E+00


    0.939426481E+00    0.799212917E+00


    0.930773121E+00    0.800180542E+00


    0.922119761E+00    0.801148168E+00


    0.913466401E+00    0.802115793E+00


    0.904813041E+00    0.803083419E+00


    0.896159681E+00    0.804051044E+00


    0.887506321E+00    0.805018670E+00


    0.878852961E+00    0.805986296E+00


    0.870199601E+00    0.806953921E+00


    0.861546242E+00    0.807921547E+00


    0.852892882E+00    0.808889172E+00


    0.844239522E+00    0.809856798E+00


    0.835586162E+00    0.810824423E+00


    0.826932802E+00    0.811792049E+00


    0.818279442E+00    0.812759675E+00


    0.809626082E+00    0.813727300E+00


    0.800972722E+00    0.814694926E+00


    0.792319362E+00    0.815662551E+00


    0.783666002E+00    0.816630177E+00


    0.775012643E+00    0.817597802E+00


    0.766359283E+00    0.818565428E+00


    0.757705923E+00    0.819533054E+00


    0.749052563E+00    0.820500679E+00


    0.740399203E+00    0.821468305E+00


    0.731745843E+00    0.822435930E+00


    0.723092483E+00    0.823403556E+00


    0.714439123E+00    0.824371181E+00


    0.705785763E+00    0.825338807E+00


    0.697132403E+00    0.826306433E+00


    0.688479043E+00    0.827274058E+00


    0.679825684E+00    0.828241684E+00


    0.671172324E+00    0.829209309E+00


    0.662518964E+00    0.830176935E+00


    0.653865604E+00    0.831144560E+00


    0.645212244E+00    0.832112186E+00


    0.636558884E+00    0.833079812E+00


    0.627905524E+00    0.834047437E+00


    0.619252164E+00    0.835015063E+00


    0.610598804E+00    0.835982688E+00


    0.601945444E+00    0.836950314E+00


    0.593292085E+00    0.837917939E+00


    0.584638725E+00    0.838885565E+00


    0.575985365E+00    0.839853191E+00


    0.567332005E+00    0.840820816E+00


    0.558678645E+00    0.841788442E+00


    0.550025285E+00    0.842756067E+00


    0.541371925E+00    0.843723693E+00


    0.532718565E+00    0.844691318E+00


    0.524065205E+00    0.845658944E+00


    0.515411845E+00    0.846626570E+00


    0.506758486E+00    0.847594195E+00


    0.498105126E+00    0.848561821E+00


    0.489451766E+00    0.849529446E+00


    0.480798406E+00    0.850497072E+00


    0.472145046E+00    0.851464698E+00


    0.463491686E+00    0.852432323E+00


    0.454838326E+00    0.853399949E+00


    0.446184966E+00    0.854367574E+00


    0.437531606E+00    0.855335200E+00


    0.428878246E+00    0.856302825E+00


    0.420224886E+00    0.857270451E+00


    0.411571527E+00    0.858238077E+00


    0.402918167E+00    0.859205702E+00


    0.394264807E+00    0.860173328E+00


    0.385611447E+00    0.861140953E+00


    0.376958087E+00    0.862108579E+00


    0.368304727E+00    0.863076204E+00


    0.359651367E+00    0.864043830E+00


    0.350998007E+00    0.865011456E+00


    0.342344647E+00    0.865979081E+00


    0.333691287E+00    0.866946707E+00


    0.325037928E+00    0.867914332E+00


    0.316384568E+00    0.868881958E+00


    0.307731208E+00    0.869849583E+00


    0.299077848E+00    0.870817209E+00


    0.290424488E+00    0.871784835E+00


    0.281771128E+00    0.872752460E+00


    0.273117768E+00    0.873720086E+00


    0.264464408E+00    0.874687711E+00


    0.255811048E+00    0.875655337E+00


    0.247157688E+00    0.876622962E+00


    0.238504328E+00    0.877590588E+00


    0.229850969E+00    0.878558214E+00


    0.221197609E+00    0.879525839E+00


    0.212544249E+00    0.880493465E+00


    0.203890889E+00    0.881461090E+00


    0.195237529E+00    0.882428716E+00


    0.186584169E+00    0.883396341E+00


    0.177930809E+00    0.884363967E+00


    0.169277449E+00    0.885331593E+00


    0.160624089E+00    0.886299218E+00


    0.151970729E+00    0.887266844E+00


    0.143317370E+00    0.888234469E+00


    0.134664010E+00    0.889202095E+00


    0.126010650E+00    0.890169720E+00


    0.117357290E+00    0.891137346E+00


    0.108703930E+00    0.892104972E+00


    0.100050570E+00    0.893072597E+00


    0.913972101E-01    0.894040223E+00


    0.827438502E-01    0.895007848E+00


    0.740904903E-01    0.895975474E+00


    0.654371304E-01    0.896943099E+00


    0.567837705E-01    0.897910725E+00


    0.481304106E-01    0.898878351E+00


    0.394770507E-01    0.899845976E+00


    0.308236908E-01    0.900813602E+00


    0.221703309E-01    0.901781227E+00


    0.135169710E-01    0.902748853E+00


    0.486361110E-02    0.903716478E+00


    0.000000000E+00    0.904684104E+00


    0.865335990E-02    0.905651730E+00


    0.173067198E-01    0.906619355E+00


    0.259600797E-01    0.907586981E+00


    0.346134396E-01    0.908554606E+00


    0.432667995E-01    0.909522232E+00


    0.519201594E-01    0.910489858E+00


    0.605735193E-01    0.911457483E+00


    0.692268792E-01    0.912425109E+00


    0.778802391E-01    0.913392734E+00


    0.865335990E-01    0.914360360E+00


    0.951869589E-01    0.915327985E+00


    0.103840319E+00    0.916295611E+00


    0.112493679E+00    0.917263237E+00


    0.121147039E+00    0.918230862E+00


    0.129800399E+00    0.919198488E+00


    0.138453758E+00    0.920166113E+00


    0.147107118E+00    0.921133739E+00


    0.155760478E+00    0.922101364E+00


    0.164413838E+00    0.923068990E+00


    0.173067198E+00    0.924036616E+00


    0.181720558E+00    0.925004241E+00


    0.190373918E+00    0.925971867E+00


    0.199027278E+00    0.926939492E+00


    0.207680638E+00    0.927907118E+00


    0.216333998E+00    0.928874743E+00


    0.224987357E+00    0.929842369E+00


    0.233640717E+00    0.930809995E+00


    0.242294077E+00    0.931777620E+00


    0.250947437E+00    0.932745246E+00


    0.259600797E+00    0.933712871E+00


    0.268254157E+00    0.934680497E+00


